2026-04-20 14:05:15.208 | INFO     | src.timing.llm_validator:validate_signal:240 - LLM 검증 [010820|퍼스텍] BUY: 보류 — 1일 수익률 +15.7%(≥+15%), 5일 수익률 +30.5%(≥+25%), RSI 84
2026-04-20 15:11:08.105 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [009150|삼성전기] BUY: 보류 — RSI(14) = 90으로 "RSI ≥ 90 (극단적 과매수, 단독)" 조건에 해당하여 B
2026-04-20 15:11:08.165 | INFO     | __main__:check_signals:616 - LLM 보류: 삼성전기 BUY — RSI(14) = 90으로 "RSI ≥ 90 (극단적 과매수, 단독)" 조건에 해당하여 BUY 보류 확정.
2026-04-20 15:11:12.853 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [005690|파미셀] SELL: 보류 — 현재가가 MA5(18,574)·MA20(16,555) 모두 위이고, RSI 74(≥50),
2026-04-20 15:11:13.039 | INFO     | __main__:check_signals:616 - LLM 보류: 파미셀 SELL — 현재가가 MA5(18,574)·MA20(16,555) 모두 위이고, RSI 74(≥50), 1일 수익률 +2.6%(≥-1%), 5일 수익률 +8.1%(≥+1%) — SELL 보류 5개 조건 모두 충족하는 상승추세 중 일시 눌림 구간으로 판단.
2026-04-20 15:11:20.614 | WARNING  | src.timing.llm_validator:validate_signal:293 - LLM/규칙 불일치 [034220|LG디스플레이] SELL: LLM=확정 → 규칙=보류 (규칙: 상승추세 유지 MA5/20 위 RSI=81 1d=+0.4% 5d=+12.4% | LLM: SELL 보류 5조건 중 RSI 81 ≥ 50 및 현재가 > MA5/MA20 등 일부 충족하나, 1일 수익률)
2026-04-20 15:11:20.698 | INFO     | __main__:check_signals:616 - LLM 보류: LG디스플레이 SELL — [규칙 상승추세 유지 MA5/20 위 RSI=81 1d=+0.4% 5d=+12.4%] [LLM SELL 보류 5조건 중 RSI 81 ≥ 50 및 현재가 > MA5/MA20 등 일부 충족하나, 1일 수익률 +0.4%(≥ -1% 충족), 5일]
2026-04-20 15:11:21.121 | INFO     | __main__:check_signals:664 - 시그널 체크 완료: 30종목 — BUY:5 SELL:7 HOLD:18 오류:0
2026-04-20 15:15:01.251 | INFO     | src.broker.account:get_balance:110 - 잔고 조회: 총평가 11,285,624원, 손익 -19,820원 (0.00%), 보유 13종목
2026-04-20 15:15:04.953 | WARNING  | src.timing.llm_validator:validate_signal:315 - LLM 검증 실패 [001440|대한전선] → 규칙 기반 판정: 보류 (5일 누적급등 5d=+26.0%) err=Server error '529 <none>' for url 'https://api.anthropic.com/v1/messages'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/529
2026-04-20 15:15:05.028 | INFO     | __main__:check_signals:616 - LLM 보류: 대한전선 BUY — LLM 오류→규칙: 5일 누적급등 5d=+26.0%
2026-04-20 15:15:10.286 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [093370|후성] SELL: 확정 — SELL 보류 조건 중 "1일 수익률 ≥ -1%" 미충족(-5.9%), "5일 수익률 ≥ 
2026-04-20 15:15:11.999 | ERROR    | src.broker.kis_client:post:191 - KIS API 오류 [VTTC0801U]: 모의투자 잔고내역이 없습니다.
2026-04-20 15:15:14.131 | ERROR    | src.broker.kis_client:post:191 - KIS API 오류 [VTTC0801U]: 모의투자 잔고내역이 없습니다.
2026-04-20 15:15:16.562 | ERROR    | src.broker.kis_client:post:191 - KIS API 오류 [VTTC0801U]: 모의투자 잔고내역이 없습니다.
2026-04-20 15:15:16.562 | ERROR    | src.broker.order:place_order:86 - 주문 실패: 093370 - [40240000] 모의투자 잔고내역이 없습니다.
2026-04-20 15:15:28.326 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [090460|비에이치] BUY: 보류 — RSI 80 AND 1일 수익률 +5.9%로 "RSI ≥ 80 AND 1일 수익률 ≥ +7
2026-04-20 15:15:28.381 | INFO     | __main__:check_signals:616 - LLM 보류: 비에이치 BUY — RSI 80 AND 1일 수익률 +5.9%로 "RSI ≥ 80 AND 1일 수익률 ≥ +7%" 조건은 미충족이나, 5일 수익률 +41.8%로 BUY 보류 조건 "5일 수익률 ≥ +25%"를 명확히 충족하여 매수 보류.
2026-04-20 15:15:35.049 | WARNING  | src.timing.llm_validator:validate_signal:293 - LLM/규칙 불일치 [019170|신풍제약] BUY: LLM=보류 → 규칙=확정 (규칙: 임계값 미충족 RSI=66 1d=-9.4% 5d=+16.8% | LLM: RSI 66으로 과열 기준(80/90) 미충족, 1일 -9.4%·5일 +16.8%로 BUY 보류 수치 임계값)
2026-04-20 15:15:35.458 | INFO     | src.risk.manager:calculate_position_size:168 - 포지션 사이즈 계산: 019170 44주 × 12,760원 = 561,440원 (한도: 564,281원)
2026-04-20 15:15:35.904 | INFO     | src.broker.order:place_order:77 - 주문 제출 완료: buy 019170 44주 (주문번호: 0000033154)
2026-04-20 15:15:42.729 | WARNING  | src.timing.llm_validator:validate_signal:293 - LLM/규칙 불일치 [489790|한화비전] SELL: LLM=확정 → 규칙=보류 (규칙: 상승추세 유지 MA5/20 위 RSI=70 1d=+6.7% 5d=+10.1% | LLM: SELL 보류 조건 5가지 중 1일 수익률 +6.7%로 **1일 수익률 ≥ -1% 조건은 충족**하나, RS)
2026-04-20 15:15:42.791 | INFO     | __main__:check_signals:616 - LLM 보류: 한화비전 SELL — [규칙 상승추세 유지 MA5/20 위 RSI=70 1d=+6.7% 5d=+10.1%] [LLM SELL 보류 조건 5가지 중 1일 수익률 +6.7%로 **1일 수익률 ≥ -1% 조건은 충족**하나, RSI 70으로 **RSI ≥ 50 충족]
2026-04-20 15:15:50.178 | WARNING  | src.timing.llm_validator:validate_signal:315 - LLM 검증 실패 [005930|삼성전자] → 규칙 기반 판정: 보류 (상승추세 유지 MA5/20 위 RSI=75 1d=-0.2% 5d=+4.4%) err=Server error '529 <none>' for url 'https://api.anthropic.com/v1/messages'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/529
2026-04-20 15:15:50.246 | INFO     | __main__:check_signals:616 - LLM 보류: 삼성전자 SELL — LLM 오류→규칙: 상승추세 유지 MA5/20 위 RSI=75 1d=-0.2% 5d=+4.4%
2026-04-20 15:15:54.290 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [000990|DB하이텍] BUY: 보류 — 1일 수익률 +18.0% ≥ +15% (단일일 급등 조건 충족), RSI 87 ≥ 80 A
2026-04-20 15:15:54.350 | INFO     | __main__:check_signals:616 - LLM 보류: DB하이텍 BUY — 1일 수익률 +18.0% ≥ +15% (단일일 급등 조건 충족), RSI 87 ≥ 80 AND 1일 수익률 ≥ +7% (과열 동반 급등 조건 충족), 5일 수익률 +30.5% ≥ +25% (단기 급등 누적 조건 충족) — BUY 보류 조건 다수 해당.
2026-04-20 15:15:58.269 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [006340|대원전선] SELL: 보류 — 현재가가 MA5(6,262)·MA20(5,570) 위, RSI 69(≥50), 1일 +4.
2026-04-20 15:15:58.367 | INFO     | __main__:check_signals:616 - LLM 보류: 대원전선 SELL — 현재가가 MA5(6,262)·MA20(5,570) 위, RSI 69(≥50), 1일 +4.5%(≥-1%), 5일 +17.4%(≥+1%) — SELL 보류 5개 조건 모두 충족하는 상승추세 중 일시 눌림에 해당.
2026-04-20 15:16:02.364 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [010820|퍼스텍] BUY: 보류 — 1일 수익률 +16.8%(≥+15%)와 RSI 84(≥80 AND 1일 ≥+7%) 두 조건
2026-04-20 15:16:02.426 | INFO     | __main__:check_signals:616 - LLM 보류: 퍼스텍 BUY — 1일 수익률 +16.8%(≥+15%)와 RSI 84(≥80 AND 1일 ≥+7%) 두 조건 모두 충족하는 극단적 과열 상태로 BUY 보류.
2026-04-20 15:16:07.809 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [009150|삼성전기] BUY: 보류 — RSI(14) = 90으로 **극단적 과매수 단독 조건(RSI ≥ 90)** 충족. 5일 
2026-04-20 15:16:07.868 | INFO     | __main__:check_signals:616 - LLM 보류: 삼성전기 BUY — RSI(14) = 90으로 **극단적 과매수 단독 조건(RSI ≥ 90)** 충족. 5일 수익률 +16.8%도 급등 누적 수준으로 추가 위험 존재.
2026-04-20 15:16:10.672 | WARNING  | src.timing.llm_validator:validate_signal:315 - LLM 검증 실패 [005690|파미셀] → 규칙 기반 판정: 보류 (상승추세 유지 MA5/20 위 RSI=74 1d=+2.7% 5d=+8.3%) err=Server error '529 <none>' for url 'https://api.anthropic.com/v1/messages'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/529
2026-04-20 15:16:10.727 | INFO     | __main__:check_signals:616 - LLM 보류: 파미셀 SELL — LLM 오류→규칙: 상승추세 유지 MA5/20 위 RSI=74 1d=+2.7% 5d=+8.3%
2026-04-20 15:16:19.724 | WARNING  | src.timing.llm_validator:validate_signal:293 - LLM/규칙 불일치 [034220|LG디스플레이] SELL: LLM=확정 → 규칙=보류 (규칙: 상승추세 유지 MA5/20 위 RSI=81 1d=+0.3% 5d=+12.4% | LLM: SELL 보류 5조건 중 RSI 81 ≥ 50 및 현재가 > MA5/MA20 등 일부 충족하나, **RSI )
2026-04-20 15:16:19.803 | INFO     | __main__:check_signals:616 - LLM 보류: LG디스플레이 SELL — [규칙 상승추세 유지 MA5/20 위 RSI=81 1d=+0.3% 5d=+12.4%] [LLM SELL 보류 5조건 중 RSI 81 ≥ 50 및 현재가 > MA5/MA20 등 일부 충족하나, **RSI 81(≥80) + 1일 수익률 +0.]
2026-04-20 15:16:20.292 | INFO     | __main__:check_signals:664 - 시그널 체크 완료: 30종목 — BUY:6 SELL:6 HOLD:18 오류:0
2026-04-20 15:20:01.778 | INFO     | src.broker.account:get_balance:110 - 잔고 조회: 총평가 11,277,324원, 손익 -28,040원 (0.00%), 보유 14종목
2026-04-20 15:20:05.869 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [001440|대한전선] BUY: 보류 — 5일 수익률 +26.1%로 BUY 보류 조건(5일 ≥ +25%) 충족. 단기 급등 누적 과
2026-04-20 15:20:05.925 | INFO     | __main__:check_signals:616 - LLM 보류: 대한전선 BUY — 5일 수익률 +26.1%로 BUY 보류 조건(5일 ≥ +25%) 충족. 단기 급등 누적 과열 상태로 매수 진입 차단.
2026-04-20 15:20:10.706 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [093370|후성] SELL: 확정 — SELL 보류 조건 중 "1일 수익률 ≥ -1%" 미충족(-5.9%), "MA5 위" 조건
2026-04-20 15:20:12.113 | ERROR    | src.broker.kis_client:post:191 - KIS API 오류 [VTTC0801U]: 모의투자 잔고내역이 없습니다.
2026-04-20 15:20:14.264 | ERROR    | src.broker.kis_client:post:191 - KIS API 오류 [VTTC0801U]: 모의투자 잔고내역이 없습니다.
2026-04-20 15:20:16.917 | ERROR    | src.broker.kis_client:post:191 - KIS API 오류 [VTTC0801U]: 모의투자 잔고내역이 없습니다.
2026-04-20 15:20:16.918 | ERROR    | src.broker.order:place_order:86 - 주문 실패: 093370 - [40240000] 모의투자 잔고내역이 없습니다.
2026-04-20 15:20:31.991 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [090460|비에이치] BUY: 보류 — RSI(14) = 80 (≥ 80) AND 1일 수익률 +5.9% (≥ +7%) 조건 중 
2026-04-20 15:20:33.318 | INFO     | __main__:check_signals:616 - LLM 보류: 비에이치 BUY — RSI(14) = 80 (≥ 80) AND 1일 수익률 +5.9% (≥ +7%) 조건 중 RSI 단독 조건은 미충족이나, 5일 수익률 +41.8%가 ≥ +25% 보류 조건을 명확히 충족하므로 BUY 보류 확정.
2026-04-20 15:20:37.210 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [019170|신풍제약] SELL: 확정 — 1일 -9.7%로 1일 수익률 -1% 조건 미충족, 거래량 20일 평균 대비 4.7배 급증
2026-04-20 15:20:38.075 | INFO     | src.broker.order:place_order:77 - 주문 제출 완료: sell 019170 44주 (주문번호: 0000033619)
2026-04-20 15:20:44.482 | WARNING  | src.timing.llm_validator:validate_signal:293 - LLM/규칙 불일치 [489790|한화비전] SELL: LLM=확정 → 규칙=보류 (규칙: 상승추세 유지 MA5/20 위 RSI=70 1d=+6.8% 5d=+10.1% | LLM: SELL 보류 5조건 중 "1일 수익률 ≥ -1%" 미충족(+6.8%는 상승이나, "1일 수익률 ≥ -1%")
2026-04-20 15:20:44.554 | INFO     | __main__:check_signals:616 - LLM 보류: 한화비전 SELL — [규칙 상승추세 유지 MA5/20 위 RSI=70 1d=+6.8% 5d=+10.1%] [LLM SELL 보류 5조건 중 "1일 수익률 ≥ -1%" 미충족(+6.8%는 상승이나, "1일 수익률 ≥ -1%" 조건 자체는 충족). 그러나 RSI]
2026-04-20 15:20:52.201 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [005930|삼성전자] SELL: 보류 — SELL 보류 5조건 모두 충족: 현재가 > MA5(213,400) AND > MA20(1
2026-04-20 15:20:52.258 | INFO     | __main__:check_signals:616 - LLM 보류: 삼성전자 SELL — SELL 보류 5조건 모두 충족: 현재가 > MA5(213,400) AND > MA20(195,715), RSI 75 ≥ 50, 1일 수익률 0.0% ≥ -1%, 5일 수익률 +4.6% ≥ +1% — 상승추세 중 일시 눌림에 해당하여 보류.
2026-04-20 15:20:56.362 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [000990|DB하이텍] BUY: 보류 — 1일 수익률 +18.6%(≥+15%), 5일 수익률 +31.1%(≥+25%), RSI 87
2026-04-20 15:20:56.422 | INFO     | __main__:check_signals:616 - LLM 보류: DB하이텍 BUY — 1일 수익률 +18.6%(≥+15%), 5일 수익률 +31.1%(≥+25%), RSI 87(≥80 AND 1일≥+7%) 등 BUY 보류 조건 다수 충족. 단일일 급등 및 단기 누적 급등으로 과열 매수 차단.
2026-04-20 15:21:03.451 | WARNING  | src.timing.llm_validator:validate_signal:293 - LLM/규칙 불일치 [006340|대원전선] SELL: LLM=확정 → 규칙=보류 (규칙: 상승추세 유지 MA5/20 위 RSI=69 1d=+4.7% 5d=+17.6% | LLM: SELL 보류 5조건 중 1일 수익률 +4.7%가 "-1% 이상" 조건은 충족하나, RSI 69로 50 이상)
2026-04-20 15:21:03.509 | INFO     | __main__:check_signals:616 - LLM 보류: 대원전선 SELL — [규칙 상승추세 유지 MA5/20 위 RSI=69 1d=+4.7% 5d=+17.6%] [LLM SELL 보류 5조건 중 1일 수익률 +4.7%가 "-1% 이상" 조건은 충족하나, RSI 69로 50 이상 충족, MA5·MA20 위 충족, ]
2026-04-20 15:21:20.470 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [010820|퍼스텍] BUY: 보류 — 1일 수익률 +16.8%(≥+15%)와 5일 수익률 +31.7%(≥+25%) 모두 BUY 
2026-04-20 15:21:20.525 | INFO     | __main__:check_signals:616 - LLM 보류: 퍼스텍 BUY — 1일 수익률 +16.8%(≥+15%)와 5일 수익률 +31.7%(≥+25%) 모두 BUY 보류 조건을 충족하며, RSI 84(≥80)에 1일 수익률 +16.8%(≥+7%) 조건도 동시 충족 — 단기 급등 과열 구간으로 매수 보류.
2026-04-20 15:21:24.795 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [009150|삼성전기] BUY: 보류 — RSI 90으로 "RSI ≥ 90 (극단적 과매수, 단독)" 조건 충족, BUY 보류 확정
2026-04-20 15:21:24.859 | INFO     | __main__:check_signals:616 - LLM 보류: 삼성전기 BUY — RSI 90으로 "RSI ≥ 90 (극단적 과매수, 단독)" 조건 충족, BUY 보류 확정.
2026-04-20 15:21:29.729 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [005690|파미셀] SELL: 보류 — 현재가가 MA5(18,576), MA20(16,555) 모두 상회하고, RSI 74(≥50
2026-04-20 15:21:29.801 | INFO     | __main__:check_signals:616 - LLM 보류: 파미셀 SELL — 현재가가 MA5(18,576), MA20(16,555) 모두 상회하고, RSI 74(≥50), 1일 수익률 +2.6%(≥-1%), 5일 수익률 +8.2%(≥+1%) — SELL 보류 5개 조건 모두 충족. 상승추세 중 일시 눌림으로 판단하여 보류 확정.
2026-04-20 15:21:38.051 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [034220|LG디스플레이] SELL: 보류 — SELL 보류 5조건 모두 충족: 현재가 > MA5(13,836) ✓, 현재가 > MA20
2026-04-20 15:21:38.143 | INFO     | __main__:check_signals:616 - LLM 보류: LG디스플레이 SELL — SELL 보류 5조건 모두 충족: 현재가 > MA5(13,836) ✓, 현재가 > MA20(12,100) ✓, RSI 81 ≥ 50 ✓, 1일 수익률 +0.4% ≥ -1% ✓, 5일 수익률 +12.4% ≥ +1% ✓ → 상승추세 중 일시 눌림에 해당하여 SELL 보류.
2026-04-20 15:21:38.651 | INFO     | __main__:check_signals:664 - 시그널 체크 완료: 30종목 — BUY:5 SELL:7 HOLD:18 오류:0
2026-04-20 15:25:01.254 | INFO     | src.broker.account:get_balance:110 - 잔고 조회: 총평가 11,277,324원, 손익 -28,040원 (0.00%), 보유 14종목
2026-04-20 15:25:05.162 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [001440|대한전선] BUY: 보류 — 5일 수익률 +26.1%로 BUY 보류 조건(5일 ≥ +25%) 충족. 단기 급등 누적에 
2026-04-20 15:25:05.222 | INFO     | __main__:check_signals:616 - LLM 보류: 대한전선 BUY — 5일 수익률 +26.1%로 BUY 보류 조건(5일 ≥ +25%) 충족. 단기 급등 누적에 해당하여 매수 보류.
2026-04-20 15:25:09.179 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [093370|후성] SELL: 확정 — 1일 수익률 -5.9%로 SELL 보류 조건(1일 ≥ -1%) 미충족. 다섯 조건 중 하나
2026-04-20 15:25:10.095 | ERROR    | src.broker.kis_client:post:191 - KIS API 오류 [VTTC0801U]: 모의투자 잔고내역이 없습니다.
2026-04-20 15:25:11.549 | ERROR    | src.broker.kis_client:post:191 - KIS API 오류 [VTTC0801U]: 모의투자 잔고내역이 없습니다.
2026-04-20 15:25:13.958 | ERROR    | src.broker.kis_client:post:191 - KIS API 오류 [VTTC0801U]: 모의투자 잔고내역이 없습니다.
2026-04-20 15:25:13.958 | ERROR    | src.broker.order:place_order:86 - 주문 실패: 093370 - [40240000] 모의투자 잔고내역이 없습니다.
2026-04-20 15:25:26.181 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [090460|비에이치] BUY: 보류 — RSI 80 AND 1일 수익률 +5.9%(≥+7% 미충족)로 RSI 단독 과열 조건(≥9
2026-04-20 15:25:26.241 | INFO     | __main__:check_signals:616 - LLM 보류: 비에이치 BUY — RSI 80 AND 1일 수익률 +5.9%(≥+7% 미충족)로 RSI 단독 과열 조건(≥90)은 미달이나, 5일 수익률 +41.8%가 BUY 보류 기준 +25%를 크게 초과하여 보류 확정.
2026-04-20 15:25:30.368 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [019170|신풍제약] SELL: 확정 — 1일 -9.7%로 "1일 수익률 ≥ -1%" 조건 미충족, 거래량 20일 평균 4.7배 급
2026-04-20 15:25:31.162 | ERROR    | src.broker.kis_client:post:191 - KIS API 오류 [VTTC0801U]: 모의투자 잔고내역이 없습니다.
2026-04-20 15:25:32.570 | ERROR    | src.broker.kis_client:post:191 - KIS API 오류 [VTTC0801U]: 모의투자 잔고내역이 없습니다.
2026-04-20 15:25:34.974 | ERROR    | src.broker.kis_client:post:191 - KIS API 오류 [VTTC0801U]: 모의투자 잔고내역이 없습니다.
2026-04-20 15:25:34.974 | ERROR    | src.broker.order:place_order:86 - 주문 실패: 019170 - [40240000] 모의투자 잔고내역이 없습니다.
2026-04-20 15:25:43.400 | WARNING  | src.timing.llm_validator:validate_signal:293 - LLM/규칙 불일치 [489790|한화비전] SELL: LLM=확정 → 규칙=보류 (규칙: 상승추세 유지 MA5/20 위 RSI=70 1d=+6.8% 5d=+10.1% | LLM: SELL 보류 5조건 중 "1일 수익률 ≥ -1%" 조건 미충족(1일 +6.8%는 하락이 아닌 급등이나, 핵)
2026-04-20 15:25:43.460 | INFO     | __main__:check_signals:616 - LLM 보류: 한화비전 SELL — [규칙 상승추세 유지 MA5/20 위 RSI=70 1d=+6.8% 5d=+10.1%] [LLM SELL 보류 5조건 중 "1일 수익률 ≥ -1%" 조건 미충족(1일 +6.8%는 하락이 아닌 급등이나, 핵심은 "거래량 2배 동반 +6.8% ]
2026-04-20 15:25:48.765 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [005930|삼성전자] SELL: 보류 — SELL 보류 5개 조건 모두 충족: 현재가 > MA5(213,400) & MA20(195
2026-04-20 15:25:48.827 | INFO     | __main__:check_signals:616 - LLM 보류: 삼성전자 SELL — SELL 보류 5개 조건 모두 충족: 현재가 > MA5(213,400) & MA20(195,715), RSI 75 ≥ 50, 1일 수익률 0.0% ≥ -1%, 5일 수익률 +4.6% ≥ +1% → 상승추세 중 일시 눌림에 해당하여 보류.
2026-04-20 15:25:53.078 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [000990|DB하이텍] BUY: 보류 — 1일 수익률 +18.6%(≥+15%), 5일 수익률 +31.1%(≥+25%), RSI 87
2026-04-20 15:25:53.169 | INFO     | __main__:check_signals:616 - LLM 보류: DB하이텍 BUY — 1일 수익률 +18.6%(≥+15%), 5일 수익률 +31.1%(≥+25%), RSI 87(≥80 & 1일≥+7%) — BUY 보류 조건 3개 동시 충족, 단일일 급등 및 단기 누적 급등 과열 상태.
2026-04-20 15:25:58.231 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [006340|대원전선] SELL: 보류 — SELL 보류 5조건 모두 충족: 현재가 > MA20(6,480 > 5,571) ✓, 현재
2026-04-20 15:25:58.303 | INFO     | __main__:check_signals:616 - LLM 보류: 대원전선 SELL — SELL 보류 5조건 모두 충족: 현재가 > MA20(6,480 > 5,571) ✓, 현재가 > MA5(6,480 > 6,264) ✓, RSI ≥ 50(69) ✓, 1일 수익률 ≥ -1%(+4.7%) ✓, 5일 수익률 ≥ +1%(+17.6%) ✓ — 상승추세 중 일시 눌림 없는 강세 구간으로 SELL 보류.
2026-04-20 15:26:06.875 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [010820|퍼스텍] BUY: 보류 — 1일 수익률 +16.8%(≥+15%) 및 5일 수익률 +31.7%(≥+25%) 조건 동시 
2026-04-20 15:26:06.929 | INFO     | __main__:check_signals:616 - LLM 보류: 퍼스텍 BUY — 1일 수익률 +16.8%(≥+15%) 및 5일 수익률 +31.7%(≥+25%) 조건 동시 충족, RSI 84(≥80)에 1일 급등 동반으로 BUY 보류 조건 다수 해당.
2026-04-20 15:26:13.959 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [009150|삼성전기] BUY: 보류 — RSI(14) = 90으로 **극단적 과매수 단독 조건(RSI ≥ 90)** 충족. 추가로
2026-04-20 15:26:14.021 | INFO     | __main__:check_signals:616 - LLM 보류: 삼성전기 BUY — RSI(14) = 90으로 **극단적 과매수 단독 조건(RSI ≥ 90)** 충족. 추가로 5일 수익률 +17.0%로 +25% 미달이나, RSI 90 단독으로 BUY 보류 확정.
2026-04-20 15:26:18.903 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [005690|파미셀] SELL: 보류 — 현재가가 MA5·MA20 위, RSI 74(≥50), 1일 +2.6%(≥-1%), 5일 +
2026-04-20 15:26:18.972 | INFO     | __main__:check_signals:616 - LLM 보류: 파미셀 SELL — 현재가가 MA5·MA20 위, RSI 74(≥50), 1일 +2.6%(≥-1%), 5일 +8.2%(≥+1%) — SELL 보류 5개 조건 모두 충족하는 상승추세 중 일시 눌림 구간.
2026-04-20 15:26:26.855 | INFO     | src.timing.llm_validator:validate_signal:303 - LLM 검증 [034220|LG디스플레이] SELL: 보류 — SELL 보류 5조건 모두 충족: 현재가 > MA5(13,836) AND > MA20(12
2026-04-20 15:26:26.923 | INFO     | __main__:check_signals:616 - LLM 보류: LG디스플레이 SELL — SELL 보류 5조건 모두 충족: 현재가 > MA5(13,836) AND > MA20(12,100) AND RSI 81 ≥ 50 AND 1일 +0.4% ≥ -1% AND 5일 +12.4% ≥ +1% → 상승추세 중 일시 눌림에 해당하여 보류.
2026-04-20 15:26:27.366 | INFO     | __main__:check_signals:664 - 시그널 체크 완료: 30종목 — BUY:5 SELL:7 HOLD:18 오류:0
2026-04-20 15:40:01.120 | INFO     | src.broker.account:get_balance:110 - 잔고 조회: 총평가 11,275,442원, 손익 -27,415원 (0.00%), 보유 12종목
2026-04-20 15:40:12.951 | INFO     | src.timing.llm_validator:generate_daily_feedback:435 - 일일 피드백 생성 완료 (321자)
2026-04-20 15:40:13.310 | INFO     | __main__:daily_report:714 - 일일 피드백 전송 완료
2026-04-20 15:40:15.438 | INFO     | src.notification.notion_reporter:publish_daily_report:88 - Notion 일일 리포트 생성: 2026-04-20
2026-04-20 18:45:23.791 | INFO     | __main__:run_live:344 - ============================================================
2026-04-20 18:45:23.791 | INFO     | __main__:run_live:345 - SuperTrader 라이브 매매 시작
2026-04-20 18:45:23.791 | INFO     | __main__:run_live:346 - ============================================================
2026-04-20 18:45:47.384 | INFO     | src.timing.rl_agent:load:480 - RL 모델 로드: models/rl_timing.pt (state_dim=33)
2026-04-20 18:45:47.384 | INFO     | src.timing.predictor:__init__:21 - 타이밍 모델 로드: rl (models/rl_timing.pt)
2026-04-20 18:46:00.770 | INFO     | __main__:run_live:483 - 종목풀 복원/구성 중...
2026-04-20 18:46:00.796 | INFO     | __main__:_restore_pool_from_disk:472 - 이전 종목풀 복원: 30종목 (date=20260420) — 리밸런싱은 cron 일정에서만 실행
2026-04-20 18:46:00.919 | INFO     | __main__:run_live:491 - LLM 시그널 검증 활성화 (Claude Haiku)
2026-04-20 18:46:00.930 | INFO     | __main__:run_live:499 - Notion 일일 리포트 활성화
2026-04-20 18:46:01.720 | INFO     | __main__:run_live:842 - 스케줄 시작: 300초 간격, 리밸런싱 매월 1일, 재학습 매주 토요일, SAPPO 수집 매일 16:00, SAPPO 리포트 매주 토요일 07:00
2026-04-20 20:01:09.054 | INFO     | __main__:run_backtest:39 - ============================================================
2026-04-20 20:01:09.055 | INFO     | __main__:run_backtest:40 - SuperTrader 백테스트 시작
2026-04-20 20:01:09.055 | INFO     | __main__:run_backtest:41 - ============================================================
2026-04-20 20:01:23.327 | INFO     | __main__:run_backtest:53 - Step 1: 유니버스 구성
2026-04-20 20:01:23.735 | INFO     | src.data.market_data:get_universe:67 - 유니버스 구성: 111종목 (KOSPI)
2026-04-20 20:01:23.747 | INFO     | __main__:run_backtest:59 - 유니버스: 111종목
2026-04-20 20:01:23.747 | INFO     | __main__:run_backtest:62 - Step 2: OHLCV 데이터 로드
2026-04-20 20:02:01.215 | INFO     | __main__:run_backtest:39 - ============================================================
2026-04-20 20:02:01.215 | INFO     | __main__:run_backtest:40 - SuperTrader 백테스트 시작
2026-04-20 20:02:01.215 | INFO     | __main__:run_backtest:41 - ============================================================
2026-04-20 20:02:03.226 | INFO     | __main__:run_backtest:53 - Step 1: 유니버스 구성
2026-04-20 20:02:03.455 | INFO     | src.data.market_data:get_universe:67 - 유니버스 구성: 111종목 (KOSPI)
2026-04-20 20:02:03.456 | INFO     | __main__:run_backtest:59 - 유니버스: 111종목
2026-04-20 20:02:03.456 | INFO     | __main__:run_backtest:62 - Step 2: OHLCV 데이터 로드
2026-04-20 20:02:28.940 | INFO     | src.data.market_data:get_ohlcv_batch:206 - OHLCV 로드 진행: 50/111 (49종목 성공)
